URL,Status Code,Content-Type,Parent URL,Input Line
http://bufvc.ac.uk/projects-research/avcitation,404,text/html,https://library.soton.ac.uk/az/databases?a=a,82
https://www.bl.uk/reshelp/bldept/music/,404,text/html,https://library.soton.ac.uk/az/databases?a=b,159
https://www.bl.uk/business-and-management,404,text/html,https://library.soton.ac.uk/az/databases?a=b,162
https://www.bl.uk/catalogues-and-collections/digital-collections,404,text/html,https://library.soton.ac.uk/az/databases?a=b,164
https://www.bl.uk/bipc/dbandpubs/intpropres/index.html,404,text/html,https://library.soton.ac.uk/az/databases?a=b,187
https://www.bl.uk/manuscripts/,404,text/html,https://library.soton.ac.uk/az/databases?a=b,194
https://www.bailii.org/bailii/BAILII_IALS_quick_guide.pd,404,text/html,https://library.soton.ac.uk/az/databases?a=b,199
https://www.bl.uk/social-welfare,404,text/html,https://library.soton.ac.uk/az/databases?a=b,224
https://www.bl.uk/sounds,404,text/html,https://library.soton.ac.uk/az/databases?a=b,234
https://library.soton.ac.uk/coursera,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=c,318
http://www.ucl.ac.uk/englishmonasticarchives/,404,text/html; charset=utf-8,https://library.soton.ac.uk/az/databases?a=e,509
https://gallica.bnf.fr/html/und/presse-et-revues/presse-et-revues,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=g,595
https://gallica.bnf.fr/accueil/en/content/accueil-en,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=g,605
https://www.bl.uk/reshelp/findhelplang/german/germanaustrianexiles/germanaustrianexiles.html,404,text/html,https://library.soton.ac.uk/az/databases?a=g,619
https://www.hamish-fulton.com/main.htm,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=h,627
https://library.soton.ac.uk/llc,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=l,922
https://library.soton.ac.uk/lrc,404,text/html; charset=UTF-8,https://library.soton.ac.uk/az/databases?a=l,943
https://map-marketplace.mog-technologies.com/makefilmhistory,404,text/html,https://library.soton.ac.uk/az/databases?a=m,51
https://datashare.ed.ac.uk/handle/10283/2345 ,404,text/html;charset=utf-8,https://library.soton.ac.uk/az/databases?a=s,397
https://www.bl.uk/catalogues-and-collections/digital-collections#,404,text/html,https://library.soton.ac.uk/az/databases?a=t,488
